iter	Passed	Remaining
274	353	932
275	355	931
276	356	929
277	357	929
278	359	927
279	360	926
280	361	925
281	362	922
282	363	920
283	364	919
284	365	918
285	367	916
286	368	914
287	369	913
288	370	911
289	371	910
290	373	909
291	374	907
292	375	906
293	376	904
294	377	902
295	379	901
296	380	900
297	381	898
298	382	897
299	383	895
300	385	894
301	386	893
302	388	892
303	389	891
304	390	890
305	392	889
306	393	888
307	394	887
308	395	885
309	397	884
310	398	882
311	399	881
312	401	880
313	402	878
314	403	877
315	404	876
316	406	874
317	407	873
318	408	872
319	410	872
320	412	871
321	413	870
322	414	869
323	415	867
324	417	866
325	418	864
326	419	863
327	421	862
328	422	861
329	423	859
330	424	858
331	425	856
332	427	855
333	428	853
334	429	852
335	430	851
336	431	849
337	432	847
338	434	846
339	435	845
340	436	844
341	437	842
342	439	841
343	440	839
344	441	838
345	442	837
346	443	835
347	445	833
348	446	832
349	447	831
350	448	829
351	450	828
352	451	827
353	452	825
354	453	824
355	455	823
356	456	821
357	457	820
358	458	819
359	460	817
360	461	816
361	462	814
362	463	813
363	464	812
364	466	810
365	467	809
366	468	808
367	469	806
368	470	805
369	471	803
370	473	802
371	474	800
372	475	799
373	476	797
374	477	796
375	479	795
376	480	793
377	481	792
378	482	791
379	483	788
380	484	787
381	485	785
382	486	784
383	487	782
384	489	781
385	490	779
386	491	778
387	492	777
388	493	775
389	495	774
390	496	773
391	497	771
392	498	770
393	500	769
394	500	767
395	501	764
396	502	763
397	503	762
398	505	760
399	506	759
400	507	757
401	508	756
402	509	754
403	510	753
404	511	752
405	513	750
406	514	749
407	516	748
408	517	747
409	518	746
410	519	744
411	520	743
412	522	742
413	523	740
414	524	739
415	525	738
416	527	736
417	528	735
418	529	734
419	530	732
420	531	731
421	533	730
422	533	728
423	535	726
424	536	725
425	537	724
426	538	722
427	539	721
428	540	720
429	542	718
430	543	717
431	544	715
432	545	714
433	547	713
434	548	711
435	549	710
436	550	709
437	551	707
438	552	706
439	554	705
440	555	703
441	556	702
442	557	701
443	558	699
444	560	698
445	561	697
446	562	696
447	563	694
448	564	693
449	566	691
450	567	690
451	568	689
452	569	688
453	570	686
454	572	685
455	573	684
456	574	682
457	575	681
458	577	680
459	578	679
460	580	678
461	581	677
462	582	676
463	583	674
464	585	673
465	586	672
466	588	671
467	589	670
468	591	669
469	592	667
470	593	666
471	594	665
472	596	664
473	597	663
474	598	662
475	600	660
476	601	659
477	603	658
478	604	657
479	605	656
480	607	655
481	608	653
482	609	652
483	611	651
484	612	650
485	613	649
486	615	648
487	617	647
488	618	646
489	619	644
490	620	643
491	621	642
492	623	641
493	624	639
494	625	638
495	626	637
496	628	635
497	629	634
498	630	633
499	631	631
500	632	630
501	634	629
502	635	627
503	636	626
504	637	625
505	639	623
506	640	622
507	641	621
508	642	619
509	643	618
510	645	617
511	646	616
512	647	614
513	648	613
514	650	612
515	651	610
516	652	609
517	653	608
518	655	607
519	656	605
520	657	604
521	658	603
522	659	601
523	660	600
524	661	598
525	663	597
526	664	596
527	665	594
528	666	593
529	667	592
530	669	591
531	670	589
532	671	588
533	672	586
534	673	585
535	674	584
536	676	582
537	677	581
538	678	580
539	679	578
540	680	577
541	682	576
542	683	575
543	684	573
544	685	572
545	686	571
546	687	569
547	689	568
548	690	567
549	691	565
550	692	564
551	693	563
552	695	561
553	696	560
554	697	559
555	698	557
556	699	556
557	701	555
558	702	554
559	703	552
560	704	551
561	705	550
562	706	548
563	708	547
564	709	546
565	710	544
566	711	543
567	712	542
568	714	540
569	715	539
570	716	538
571	717	536
572	718	535
573	719	534
574	721	533
575	722	531
576	723	530
577	724	529
578	726	527
579	727	526
580	728	525
581	729	524
582	730	522
583	732	521
584	733	520
585	734	518
586	735	517
587	736	516
588	738	515
589	739	513
590	740	512
591	741	511
592	742	509
593	744	508
594	745	507
595	746	505
596	747	504
597	748	503
598	749	501
599	750	500
600	751	499
601	753	497
602	754	496
603	755	495
604	756	494
605	757	492
606	758	491
607	759	489
608	761	488
609	762	487
610	763	486
611	765	485
612	766	484
613	768	482
614	769	481
615	770	480
616	771	479
617	772	477
618	773	476
619	775	475
620	776	473
621	777	472
622	778	471
623	781	470
624	782	469
625	784	468
626	785	467
627	786	465
628	787	464
629	789	463
630	790	462
631	791	460
632	792	459
633	794	458
634	795	457
635	796	455
636	798	454
637	799	453
638	800	452
639	801	451
640	803	449
641	804	448
642	805	447
643	807	446
644	808	444
645	810	444
646	811	442
647	813	441
648	814	440
649	816	439
650	817	438
651	818	436
652	819	435
653	820	434
654	822	432
655	823	431
656	824	430
657	825	429
658	827	428
659	828	426
660	829	425
661	831	424
662	832	423
663	833	421
664	834	420
665	835	419
666	837	417
667	838	416
668	839	415
669	840	414
670	842	413
671	843	411
672	845	410
673	846	409
674	847	408
675	848	406
676	849	405
677	851	404
678	852	402
679	853	401
680	854	400
681	855	399
682	857	398
683	858	396
684	859	395
685	861	394
686	862	392
687	863	391
688	864	390
689	865	388
690	866	387
691	868	386
692	869	385
693	870	383
694	871	382
695	873	381
696	874	380
697	875	378
698	876	377
699	877	376
700	879	374
701	880	373
702	881	372
703	882	371
704	883	369
705	885	368
706	886	367
707	887	366
708	889	364
709	890	363
710	891	362
711	892	361
712	894	359
713	895	358
714	896	357
715	897	356
716	898	354
717	900	353
718	901	352
719	902	351
720	904	349
721	905	348
722	906	347
723	907	346
724	909	344
725	910	343
726	911	342
727	912	341
728	913	339
729	914	338
730	916	337
731	917	335
732	918	334
733	920	333
734	921	332
735	922	331
736	924	329
737	925	328
738	926	327
739	927	325
740	928	324
741	930	323
742	931	322
743	932	320
744	933	319
745	935	318
746	936	317
747	938	316
748	939	314
749	940	313
750	941	312
751	942	310
752	943	309
753	945	308
754	946	307
755	947	305
756	948	304
757	949	303
758	951	302
759	952	300
760	953	299
761	955	298
762	956	296
763	957	295
764	958	294
765	959	293
766	960	291
767	961	290
768	962	289
769	964	288
770	965	286
771	967	285
772	968	284
773	969	283
774	970	281
775	972	280
776	973	279
777	974	278
778	975	276
779	976	275
780	978	274
781	979	273
782	981	272
783	983	270
784	984	269
785	986	268
786	987	267
787	988	265
788	989	264
789	991	263
790	992	262
791	993	260
792	995	259
793	996	258
794	998	257
795	999	256
796	1000	254
797	1002	253
798	1003	252
799	1004	251
800	1006	249
801	1007	248
802	1008	247
803	1010	246
804	1011	245
805	1012	243
806	1014	242
807	1015	241
808	1016	240
809	1018	238
810	1019	237
811	1020	236
812	1021	235
813	1023	233
814	1024	232
815	1026	231
816	1028	230
817	1029	229
818	1030	227
819	1031	226
820	1033	225
821	1034	223
822	1035	222
823	1036	221
824	1037	220
825	1038	218
826	1039	217
827	1040	216
828	1042	215
829	1043	213
830	1044	212
831	1045	211
832	1046	209
833	1048	208
834	1049	207
835	1050	206
836	1051	204
837	1052	203
838	1054	202
839	1055	201
840	1056	199
841	1057	198
842	1059	197
843	1060	195
844	1061	194
845	1062	193
846	1063	192
847	1064	190
848	1065	189
849	1067	188
850	1068	187
851	1069	185
852	1070	184
853	1072	183
854	1073	182
855	1074	180
856	1075	179
857	1077	178
858	1078	176
859	1079	175
860	1080	174
861	1081	173
862	1082	171
863	1084	170
864	1085	169
865	1086	168
866	1087	166
867	1088	165
868	1089	164
869	1091	163
870	1092	161
871	1093	160
872	1094	159
873	1096	158
874	1097	156
875	1098	155
876	1099	154
877	1100	152
878	1101	151
879	1103	150
880	1104	149
881	1105	147
882	1106	146
883	1107	145
884	1108	144
885	1110	142
886	1111	141
887	1112	140
888	1113	139
889	1115	137
890	1116	136
891	1117	135
892	1118	134
893	1120	132
894	1121	131
895	1122	130
896	1123	129
897	1124	127
898	1125	126
899	1126	125
900	1128	123
901	1129	122
902	1130	121
903	1131	120
904	1132	118
905	1134	117
906	1135	116
907	1136	115
908	1137	113
909	1138	112
910	1139	111
911	1141	110
912	1142	108
913	1143	107
914	1144	106
915	1146	105
916	1147	103
917	1148	102
918	1149	101
919	1151	100
920	1152	98
921	1153	97
922	1154	96
923	1155	95
924	1156	93
925	1158	92
926	1159	91
927	1160	90
928	1161	88
929	1162	87
930	1163	86
931	1165	85
932	1166	83
933	1167	82
934	1168	81
935	1169	79
936	1171	78
937	1172	77
938	1174	76
939	1175	75
940	1176	73
941	1177	72
942	1179	71
943	1180	70
944	1181	68
945	1183	67
946	1184	66
947	1185	65
948	1187	63
949	1188	62
950	1189	61
951	1190	60
952	1192	58
953	1193	57
954	1194	56
955	1195	55
956	1197	53
957	1198	52
958	1200	51
959	1201	50
960	1202	48
961	1204	47
962	1205	46
963	1206	45
964	1207	43
965	1209	42
966	1210	41
967	1211	40
968	1213	38
969	1214	37
970	1215	36
971	1216	35
972	1218	33
973	1220	32
974	1221	31
975	1222	30
976	1224	28
977	1225	27
978	1226	26
979	1227	25
980	1229	23
981	1230	22
982	1231	21
983	1232	20
984	1233	18
985	1235	17
986	1236	16
987	1237	15
988	1238	13
989	1239	12
990	1240	11
991	1242	10
992	1243	8
993	1244	7
994	1246	6
995	1247	5
996	1248	3
997	1249	2
998	1250	1
999	1252	0
