iter	Logloss
462	0.1939445432
463	0.1938684789
464	0.1933523415
465	0.1930338322
466	0.1928039775
467	0.1925810709
468	0.1922221143
469	0.1920253045
470	0.1918306219
471	0.1916332341
472	0.1913467879
473	0.1908726176
474	0.1907080524
475	0.1904814074
476	0.1903192312
477	0.19008915
478	0.1899002267
479	0.1897050728
480	0.189279835
481	0.1890422421
482	0.1886993782
483	0.1884687653
484	0.1880464545
485	0.1876905767
486	0.1873280529
487	0.1870863216
488	0.1866847904
489	0.1863340352
490	0.1860602528
491	0.1858443309
492	0.1856228843
493	0.1853787071
494	0.1850643822
495	0.1846702132
496	0.1843999015
497	0.1842544807
498	0.1840720702
499	0.1837988304
500	0.183504387
501	0.183324407
502	0.1829930834
503	0.1828369199
504	0.182722709
505	0.182527979
506	0.1821829799
507	0.1818533738
508	0.1815916969
509	0.1812934564
510	0.1809084398
511	0.1806487232
512	0.1803630682
513	0.1800911776
514	0.1799408981
515	0.1796103986
516	0.1794668604
517	0.179117492
518	0.1788118844
519	0.1785522797
520	0.1783046539
521	0.1781050611
522	0.1777019969
523	0.1775085451
524	0.177135319
525	0.176887775
526	0.1765611777
527	0.1763712542
528	0.1761315261
529	0.1758800207
530	0.1756770818
531	0.1755080214
532	0.1752348723
533	0.1749734208
534	0.1746844588
535	0.1744535332
536	0.1742338794
537	0.1740561271
538	0.1738015295
539	0.1735837218
540	0.1732930944
541	0.173055152
542	0.1729155839
543	0.1727711394
544	0.1726524033
545	0.1724697761
546	0.1721274225
547	0.1717925005
548	0.1715306658
549	0.1712413341
550	0.1710525412
551	0.1708117498
552	0.1705759382
553	0.1703695669
554	0.1702789318
555	0.1700628413
556	0.1698188322
557	0.1696466387
558	0.1694316857
559	0.1692132787
560	0.16900578
561	0.1687504699
562	0.1685047459
563	0.1683536008
564	0.168197027
565	0.1679387975
566	0.1678278994
567	0.1675772349
568	0.1673735359
569	0.1672524836
570	0.1669828734
571	0.1668145436
572	0.1665315669
573	0.1663808854
574	0.1660888858
575	0.1659850789
576	0.1657700444
577	0.1655322124
578	0.1654218761
579	0.1651746578
580	0.1648730306
581	0.1646591439
582	0.1642556196
583	0.1640389837
584	0.163635409
585	0.1633464296
586	0.1631026926
587	0.1627615068
588	0.1625621184
589	0.1623957842
590	0.1622351807
591	0.1620926092
592	0.1619345249
593	0.1617924156
594	0.1616507893
595	0.161635302
596	0.1615084389
597	0.1613878262
598	0.1612094355
599	0.1610241905
600	0.1608642228
601	0.1606111968
602	0.1602802375
603	0.1601628318
604	0.1600404359
605	0.1599056024
606	0.1598444468
607	0.1596789414
608	0.1594291705
609	0.1591898477
610	0.1590574033
611	0.1587819424
612	0.1586759908
613	0.1585137751
614	0.1582480534
615	0.1580763378
616	0.1578725775
617	0.1576488019
618	0.1575568492
619	0.1573185095
620	0.1570690115
621	0.1569117704
622	0.1566874494
623	0.1565191895
624	0.1562650135
625	0.1560278782
626	0.1558944449
627	0.1556770737
628	0.1555002749
629	0.1553304432
630	0.1551653602
631	0.1550174931
632	0.1547100426
633	0.1545773026
634	0.1543247467
635	0.1540732033
636	0.1539204948
637	0.1536885528
638	0.1533960629
639	0.1532840411
640	0.1530825618
641	0.1529798337
642	0.1526849966
643	0.152550907
644	0.1523275943
645	0.1520610299
646	0.1517815879
647	0.1515637916
648	0.151390396
649	0.1513047558
650	0.1510738822
651	0.1509095138
652	0.1507051049
653	0.1505400445
654	0.1504520762
655	0.1502990287
656	0.1500496976
657	0.1498144056
658	0.149607326
659	0.1491970365
660	0.1491168278
661	0.1488347601
662	0.1487124048
663	0.1485410178
664	0.1484202234
665	0.1481682753
666	0.147976769
667	0.1476490117
668	0.1474957378
669	0.1473865413
670	0.1472304637
671	0.1470435203
672	0.146871696
673	0.1466500504
674	0.1464365158
675	0.1462250649
676	0.1459785972
677	0.1458112299
678	0.1456362529
679	0.1455804972
680	0.1454122867
681	0.1451609288
682	0.1449433372
683	0.1449094269
684	0.1447703585
685	0.1446000411
686	0.1444155356
687	0.1443309217
688	0.1441126182
689	0.1438853844
690	0.1435856774
691	0.1434323738
692	0.1432615037
693	0.1430201209
694	0.142825342
695	0.1425462466
696	0.1423348978
697	0.1422764734
698	0.1421242685
699	0.1418917941
700	0.1416901337
701	0.1413383143
702	0.1411937734
703	0.1410759034
704	0.1409634709
705	0.1408002309
706	0.1405725314
707	0.1404649647
708	0.140253225
709	0.1401454116
710	0.1399482353
711	0.1397986805
712	0.1395198959
713	0.1393816385
714	0.1392053039
715	0.1389571424
716	0.1386145454
717	0.1384737943
718	0.1382943434
719	0.1381570432
720	0.1379624094
721	0.1378592458
722	0.1377703054
723	0.1376415786
724	0.1372922074
725	0.1370334702
726	0.1368248468
727	0.1365677462
728	0.1364986806
729	0.1364178511
730	0.1362103505
731	0.135999257
732	0.1358806006
733	0.1356665218
734	0.1354222487
735	0.1352669821
736	0.1350501894
737	0.1348363001
738	0.1346502057
739	0.1345400657
740	0.1344652444
741	0.1343887081
742	0.1341985906
743	0.1340248792
744	0.1338069867
745	0.1335952603
746	0.1333425008
747	0.1331687525
748	0.1330120736
749	0.1328836013
750	0.1326228943
751	0.132481064
752	0.1323629169
753	0.1322079796
754	0.1319544729
755	0.1318788158
756	0.1316727747
757	0.1315670059
758	0.1313689217
759	0.131196974
760	0.1310280563
761	0.13086593
762	0.1306369701
763	0.1305941819
764	0.1304474608
765	0.1303010981
766	0.1301314633
767	0.1298987552
768	0.1296949856
769	0.1295220728
770	0.1293158806
771	0.1291352749
772	0.128970108
773	0.1288780751
774	0.1286998968
775	0.1284973091
776	0.1283592528
777	0.1282055306
778	0.1281140975
779	0.1279930986
780	0.1278085455
781	0.1276729131
782	0.1275708142
783	0.1274071577
784	0.1272050899
785	0.1270780763
786	0.1268818649
787	0.1267000493
788	0.1265059168
789	0.126352808
790	0.1261050098
791	0.1259081404
792	0.1257717412
793	0.1256627242
794	0.1255706386
795	0.1254703588
796	0.1252202213
797	0.1250846892
798	0.1248717398
799	0.1246163774
800	0.1243925402
801	0.1242742999
802	0.1240849744
803	0.1238764898
804	0.1237192918
805	0.1237036856
806	0.123616989
807	0.1234416277
808	0.1232683175
809	0.1230390404
810	0.1229277982
811	0.1228417161
812	0.1227540693
813	0.1226539651
814	0.1224733607
815	0.1224148025
816	0.122227881
817	0.1222041536
818	0.122080633
819	0.1219322358
820	0.1216883987
821	0.1215769622
822	0.1215460628
823	0.1213799535
824	0.1212089602
825	0.1210857369
826	0.1210566868
827	0.1209452538
828	0.1207093585
829	0.1206501892
830	0.1204535817
831	0.120401232
832	0.1202773603
833	0.120079607
834	0.1199194904
835	0.1197118265
836	0.1194991769
837	0.1193463949
838	0.1191724803
839	0.1190197721
840	0.118908035
841	0.1187256197
842	0.1186432228
843	0.1184315579
844	0.1183902964
845	0.1181777382
846	0.1179516868
847	0.1177904665
848	0.1176257516
849	0.1174780766
850	0.1173906559
851	0.117312295
852	0.117214843
853	0.117064869
854	0.1169403394
855	0.1167604772
856	0.1166982462
857	0.116492064
858	0.1163821117
859	0.116287564
860	0.1160565669
861	0.1158655748
862	0.1157785656
863	0.1155482362
864	0.1154189824
865	0.1152755065
866	0.1150477456
867	0.1149481505
868	0.1147309598
869	0.1146468279
870	0.1144938679
871	0.1144346939
872	0.1142276497
873	0.114038733
874	0.1139259472
875	0.1137659323
876	0.1136373797
877	0.1135051206
878	0.1133493661
879	0.1132600495
880	0.1131843453
881	0.1130420173
882	0.1129044716
883	0.1127878542
884	0.1126765877
885	0.1124681747
886	0.1123418052
887	0.1122815807
888	0.1120941383
889	0.1120014471
890	0.1118825669
891	0.1117689667
892	0.1116618597
893	0.1115197615
894	0.1114090296
895	0.1113392694
896	0.1112378571
897	0.1110395165
898	0.1109396389
899	0.1108019951
900	0.1106864647
901	0.1105940438
902	0.1104147101
903	0.1103248825
904	0.1100991727
905	0.109922527
906	0.1098611436
907	0.1097429988
908	0.1095339612
909	0.1094940638
910	0.10935657
911	0.1092461897
912	0.1091183715
913	0.1090051622
914	0.1088469623
915	0.1086616389
916	0.1084669782
917	0.1083021991
918	0.1082581068
919	0.1081177435
920	0.1080246113
921	0.1079173613
922	0.1078459922
923	0.1077204672
924	0.1076054429
925	0.1074624541
926	0.1074055196
927	0.1073088981
928	0.107158418
929	0.1070563548
930	0.1069942739
931	0.1067837496
932	0.1066421749
933	0.1064199848
934	0.1063649047
935	0.1062408248
936	0.1061169216
937	0.1059609993
938	0.1058747562
939	0.1057030509
940	0.1055889598
941	0.1055189141
942	0.1054420597
943	0.1053558611
944	0.1052585347
945	0.1051604796
946	0.1050410947
947	0.1049299301
948	0.1048396114
949	0.1047032857
950	0.10460037
951	0.104426263
952	0.104348553
953	0.1042181711
954	0.1041777201
955	0.104054895
956	0.1039542438
957	0.103848425
958	0.1037572818
959	0.1035990057
960	0.1034537907
961	0.1033182638
962	0.1032290803
963	0.103150879
964	0.1031062583
965	0.102970995
966	0.1029093429
967	0.1028207423
968	0.1027151526
969	0.1026258661
970	0.1025117195
971	0.1023999694
972	0.1021980249
973	0.1020826024
974	0.102015895
975	0.1019709311
976	0.1018428225
977	0.1017749936
978	0.1016929091
979	0.1015619521
980	0.1014996632
981	0.1013999787
982	0.1013200632
983	0.1012260749
984	0.1011475392
985	0.1010624372
986	0.1009364053
987	0.1007708444
988	0.1006475512
989	0.1005169657
990	0.1003546696
991	0.100242609
992	0.1001457814
993	0.1000202681
994	0.09991221156
995	0.09982413933
996	0.09967327787
997	0.09960946362
998	0.09946729893
999	0.09933879072
